id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000221990.4	3.52	3.78	1.67	3.11	7.85	8.85	1.14	5.86	2.73	2.29	5.56
ENSG00000221994.9	1.41	1.31	0.00	0.80	0.48	0.00	0.53	0.20	0.00	0.14	0.15
ENSG00000221995.5	0.78	0.66	0.18	1.08	0.82	0.57	0.32	0.42	0.17	0.34	0.31
ENSG00000222000.6	0.00	0.00	0.00	0.53	1.18	1.06	0.00	0.28	0.42	0.00	3.72
ENSG00000222009.7	3.48	0.71	0.00	0.74	10.85	10.03	1.13	3.30	3.27	2.50	1.52
ENSG00000222011.7	6.20	7.01	2.15	5.77	1.80	5.37	4.17	4.45	3.34	6.39	5.07
ENSG00000222019.6	1.95	0.58	0.41	0.70	0.61	1.34	0.57	0.30	1.01	0.00	0.00
ENSG00000222020.2	3.52	2.73	0.00	2.13	0.26	0.00	0.46	2.99	0.00	0.00	2.94
ENSG00000222022.1	0.00	0.00	0.00	0.32	0.00	0.29	0.00	0.00	0.00	1.06	3.94
ENSG00000222033.1	0.21	0.14	0.00	0.07	0.00	0.00	0.04	0.00	1.10	0.00	0.00
ENSG00000222041.9	101.96	18.79	56.24	72.50	109.41	113.06	49.41	140.03	264.46	147.01	175.93
ENSG00000222047.7	0.75	0.32	0.66	0.06	0.98	0.65	0.41	1.50	0.91	0.47	2.98
ENSG00000222067.1	0.00	0.00	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222108.1	0.00	0.00	0.00	7.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222112.1	5.14	1.66	0.00	0.55	1.36	3.19	0.00	0.00	1.78	0.00	4.77
ENSG00000222179.1	3.98	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222266.1	0.00	0.00	0.00	38.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222328.1	0.00	0.00	0.00	21.03	16.68	0.53	0.00	0.00	0.00	0.00	0.00
ENSG00000222397.1	0.00	0.00	0.00	1.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222460.1	0.00	0.00	0.00	0.47	0.00	1.34	0.00	0.00	0.00	0.00	2.85
ENSG00000222501.1	0.00	0.00	0.00	2.61	1.17	2.76	0.00	0.00	0.00	0.00	0.00
ENSG00000222536.1	0.00	0.00	0.00	0.00	2.35	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222617.1	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222627.1	0.00	0.00	0.00	0.00	3.39	2.89	0.00	0.00	0.00	0.00	0.00
ENSG00000222724.1	0.00	0.00	0.00	0.00	2.53	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222808.1	0.00	0.00	0.00	0.00	19.25	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000222898.1	0.00	0.00	0.00	3.45	1.04	0.81	0.00	0.89	0.00	0.00	0.84
ENSG00000222940.1	0.00	0.00	0.00	0.00	0.00	30.61	0.00	0.00	0.00	0.00	0.00
ENSG00000223138.1	0.00	0.00	0.00	0.00	75.65	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000223345.3	2.02	0.42	0.00	0.00	9.35	0.00	0.00	0.00	2.21	0.00	0.18
ENSG00000223356.1	0.27	0.32	0.00	1.31	0.00	0.24	0.00	0.00	0.00	0.00	0.00
ENSG00000223361.5	0.69	2.28	1.18	0.15	0.07	0.00	2.55	6.66	0.62	0.59	0.59
ENSG00000223374.1	0.78	0.30	0.22	2.02	1.79	0.46	0.66	0.00	0.00	0.00	0.00
ENSG00000223379.1	0.00	0.25	0.18	2.75	0.17	0.77	0.00	0.00	0.00	0.00	0.35
ENSG00000223414.2	0.00	0.00	0.00	0.18	1.27	0.10	0.46	0.00	0.10	0.66	0.00
ENSG00000223416.3	0.00	1.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000223459.5	5.77	5.85	3.06	3.51	3.48	12.54	7.84	4.30	7.76	5.70	23.25
ENSG00000223461.1	0.48	0.00	0.00	0.16	0.39	1.03	0.00	0.00	2.17	0.00	0.80
ENSG00000223473.2	1.54	2.99	0.42	1.34	1.38	2.18	1.24	0.83	1.96	0.73	12.19
ENSG00000223476.1	0.00	0.00	0.00	0.80	1.29	0.38	0.62	0.00	1.14	0.00	0.00
ENSG00000223478.1	12.44	8.96	3.84	17.06	5.55	2.29	4.64	1.38	14.33	1.82	2.68
ENSG00000223482.6	22.35	16.81	24.40	9.38	15.94	8.25	24.16	14.64	30.78	24.37	20.28
ENSG00000223485.1	0.00	1.30	0.00	0.00	0.00	1.77	1.18	1.76	0.17	2.27	0.23
ENSG00000223496.2	5.61	4.95	10.45	8.01	8.96	8.48	6.72	5.56	13.35	5.20	12.97
ENSG00000223501.7	16.48	31.78	39.94	43.40	40.38	26.28	31.40	30.04	42.84	24.24	88.54
ENSG00000223508.5	3.21	4.73	8.82	1.83	2.26	3.20	6.14	14.82	4.98	12.45	10.03
ENSG00000223509.7	3.99	2.46	2.67	5.54	3.55	2.06	2.56	1.32	4.28	0.14	0.61
ENSG00000223510.5	0.40	0.78	0.23	0.00	0.00	1.61	0.00	0.00	0.00	0.44	0.00
ENSG00000223511.4	0.00	0.00	0.00	0.24	0.20	0.00	0.00	0.00	3.14	0.00	0.85
ENSG00000223525.1	0.67	0.47	0.70	15.06	5.49	5.47	0.46	1.37	0.70	0.00	0.57
ENSG00000223546.5	2.08	1.85	1.94	4.76	3.81	1.74	1.08	2.59	2.53	0.31	0.88
ENSG00000223547.8	0.01	0.01	3.65	5.08	5.91	0.28	0.07	0.00	0.05	0.05	1.05
ENSG00000223551.1	0.14	0.85	1.02	0.45	0.35	0.41	0.39	1.79	1.98	0.49	0.92
ENSG00000223564.1	0.00	0.00	0.00	0.00	0.00	2.58	0.00	0.00	0.00	0.00	0.00
ENSG00000223572.8	122.18	94.91	0.44	0.09	0.86	0.30	99.29	26.14	0.00	135.33	0.44
ENSG00000223573.5	0.43	36.24	0.22	0.38	0.11	0.17	0.79	0.05	0.06	4.24	4.01
ENSG00000223638.3	0.00	0.00	0.06	0.15	0.12	0.20	0.00	0.00	12.14	0.00	0.00
ENSG00000223652.2	0.00	0.00	1.18	0.00	0.34	0.19	0.00	0.00	0.00	0.00	0.65
ENSG00000223653.4	0.00	0.00	0.00	0.07	0.06	1.01	0.00	0.00	0.33	0.00	0.06
ENSG00000223658.6	1.51	0.66	0.00	0.26	2.22	0.92	0.19	0.60	1.69	0.00	0.00
ENSG00000223668.1	0.10	0.82	0.17	0.47	0.47	0.10	1.02	0.52	0.50	0.65	0.25
ENSG00000223695.1	0.00	0.00	0.34	0.20	1.10	0.18	0.00	0.00	0.00	0.00	0.00
ENSG00000223697.3	0.11	0.00	0.74	1.17	0.19	0.10	0.47	0.14	0.27	0.00	0.00
ENSG00000223701.3	0.00	0.00	2.08	0.18	0.21	0.00	0.68	0.00	0.33	0.00	0.90
ENSG00000223705.8	42.52	33.09	18.24	16.35	10.66	28.56	36.10	29.41	34.05	20.29	73.62
ENSG00000223722.3	0.00	0.00	0.00	0.00	0.00	1.18	0.00	0.00	0.00	0.00	0.00
ENSG00000223745.6	4.57	9.11	1.86	12.70	8.96	2.58	2.58	5.92	4.95	0.25	8.85
ENSG00000223749.6	11.21	9.01	15.44	4.03	3.37	0.11	0.59	8.80	11.76	0.00	6.93
ENSG00000223756.5	0.78	0.61	0.62	1.36	1.64	27.70	0.23	0.20	0.60	0.25	2.06
ENSG00000223764.2	0.54	0.12	0.96	0.37	1.63	0.19	0.06	0.15	0.31	0.00	4.45
ENSG00000223768.1	1.08	0.46	1.30	2.35	4.65	1.35	0.59	0.74	0.80	0.00	1.24
ENSG00000223773.5	1.49	2.75	4.69	4.16	0.41	1.60	4.72	2.49	2.50	8.54	1.75
ENSG00000223784.1	10.88	8.95	0.00	0.54	0.00	1.67	12.74	10.12	2.36	21.83	0.00
ENSG00000223797.4	1.51	4.43	1.14	3.47	1.63	1.94	1.27	3.22	2.20	0.34	0.75
ENSG00000223799.1	1.05	0.31	0.84	1.02	0.76	0.68	1.02	0.38	1.80	0.00	0.82
ENSG00000223802.6	0.46	0.36	22.27	7.12	1.06	0.66	0.16	0.04	0.14	0.00	31.16
ENSG00000223804.4	9.17	10.80	0.25	16.70	6.45	7.69	11.64	13.27	17.05	15.90	23.81
ENSG00000223813.2	2.77	0.00	0.00	0.06	0.00	0.00	0.10	0.22	0.00	0.28	0.00
ENSG00000223820.5	1.47	3.74	1.66	2.63	0.39	0.70	0.29	2.14	0.70	1.60	2.31
ENSG00000223837.2	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000223839.6	1.42	0.41	0.00	0.80	0.64	6.65	0.47	0.02	3.64	0.14	0.05
ENSG00000223849.1	0.00	0.00	0.75	1.57	0.63	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000223865.9	1.35	0.00	0.00	0.39	0.04	0.12	0.15	0.00	0.00	0.00	1.75
ENSG00000223875.2	0.09	0.00	0.80	3.02	0.86	2.48	0.22	0.07	1.69	0.00	0.30
ENSG00000223878.1	0.00	1.25	0.92	0.21	0.17	0.58	1.88	0.34	0.00	0.00	0.36
ENSG00000223886.3	0.00	0.28	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000223891.4	0.92	4.23	3.47	2.80	3.05	1.01	1.03	1.34	2.54	0.56	6.16
ENSG00000223923.1	0.00	0.00	0.00	1.31	0.27	1.49	0.00	0.00	0.00	0.00	0.00
ENSG00000223949.5	0.18	0.07	0.09	1.47	1.10	0.73	0.00	0.14	0.11	0.00	0.00
ENSG00000223959.7	15.83	12.24	21.07	42.47	31.06	20.53	15.67	20.85	26.00	17.94	20.28
ENSG00000223960.5	5.07	3.19	3.87	13.61	9.64	3.62	8.35	5.67	4.10	3.19	4.12
ENSG00000223968.1	1.66	0.00	0.00	0.00	0.00	0.00	5.68	0.00	0.00	0.00	0.00
ENSG00000223969.4	1.25	0.29	0.00	3.43	0.00	0.00	1.27	1.20	0.00	0.88	0.00
ENSG00000223972.5	0.00	0.00	0.00	1.10	0.02	0.00	0.00	0.14	0.00	0.00	0.00
ENSG00000223975.1	0.00	0.00	0.00	0.00	0.00	0.00	1.45	0.00	0.00	0.00	1.56
ENSG00000223979.2	1.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224014.1	0.00	0.00	3.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224016.2	0.00	0.00	0.06	1.74	0.00	0.00	0.00	0.34	0.00	0.00	0.00
ENSG00000224020.1	0.52	0.77	0.45	1.92	0.86	0.73	0.32	0.60	0.49	0.00	0.00
ENSG00000224023.9	0.29	3.80	0.10	4.85	1.69	0.00	1.84	0.68	0.83	0.85	2.56
ENSG00000224032.5	26.41	35.44	18.97	8.20	13.70	37.98	56.13	48.26	20.60	29.06	40.99
ENSG00000224034.1	0.00	0.00	0.00	1.68	0.10	0.00	0.75	0.19	0.00	0.41	0.00
ENSG00000224043.6	0.71	1.87	0.00	1.52	1.96	0.61	0.77	1.66	2.20	3.80	0.42
ENSG00000224046.1	2.06	0.86	1.04	5.43	0.44	0.50	3.52	0.16	0.26	0.00	0.35
ENSG00000224051.5	24.57	25.75	28.44	3.26	2.92	43.13	26.59	20.48	28.12	20.54	58.45
ENSG00000224066.1	0.00	0.00	0.27	0.00	0.00	0.00	0.50	3.97	0.13	0.00	2.25
ENSG00000224078.11	7.00	7.38	0.01	0.27	9.11	1.28	4.36	9.25	0.00	2.88	28.39
ENSG00000224080.1	0.51	0.89	0.87	0.74	0.78	1.13	0.64	0.81	1.57	0.00	0.00
ENSG00000224081.6	1.57	0.70	0.21	2.20	0.96	3.55	8.20	8.98	0.42	35.92	1.23
ENSG00000224093.4	0.11	0.00	0.20	1.02	0.19	1.06	0.14	0.18	0.00	0.00	0.39
ENSG00000224094.1	0.00	1.11	1.86	0.00	0.24	0.00	0.32	0.00	0.44	0.88	0.00
ENSG00000224114.1	0.00	0.00	0.00	3.88	0.00	0.48	0.00	0.00	0.00	0.00	0.00
ENSG00000224126.2	2.30	0.00	0.00	3.82	0.00	0.93	0.00	0.00	1.06	1.78	1.69
ENSG00000224132.2	0.00	0.00	0.00	1.16	0.00	1.09	0.00	0.00	0.00	0.00	0.00
ENSG00000224141.4	0.18	1.40	0.00	1.17	0.41	3.58	0.00	0.00	4.37	0.00	0.64
ENSG00000224152.1	1.31	1.70	0.81	0.23	0.17	0.14	0.25	1.08	0.11	0.15	0.38
ENSG00000224159.1	1.76	0.32	3.05	1.59	0.78	0.25	3.82	2.08	1.68	0.00	0.00
ENSG00000224165.4	0.00	3.58	3.44	3.65	0.85	0.96	0.02	0.16	0.02	0.00	0.52
ENSG00000224167.1	0.00	0.00	0.00	0.00	0.29	0.00	1.81	2.32	2.75	5.35	0.65
ENSG00000224184.4	0.22	0.00	0.00	1.53	0.45	2.61	0.00	0.09	5.49	0.00	0.00
ENSG00000224185.1	0.00	0.00	0.00	0.00	0.08	1.23	0.00	0.00	0.00	0.00	0.00
ENSG00000224186.7	2.09	3.97	3.15	2.53	2.77	3.98	3.98	4.02	1.20	5.12	2.12
ENSG00000224189.5	0.54	0.03	0.00	0.15	0.00	0.10	0.00	0.00	9.84	0.09	0.95
ENSG00000224195.1	1.28	0.60	0.00	0.50	0.59	1.41	0.00	0.41	1.58	0.00	0.43
ENSG00000224251.5	0.00	0.00	0.00	2.16	0.43	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224259.4	0.51	11.36	1.38	0.27	0.00	3.81	4.51	16.91	0.00	3.01	0.00
ENSG00000224260.5	0.90	7.70	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.76	0.00
ENSG00000224271.4	0.00	0.80	0.00	2.82	2.86	1.62	0.00	0.00	0.39	0.00	0.00
ENSG00000224281.4	0.33	0.85	0.98	1.42	0.36	0.38	0.19	0.24	0.84	0.13	0.38
ENSG00000224287.2	1.03	0.81	0.00	5.12	13.20	1.05	0.72	2.97	2.08	2.26	10.88
ENSG00000224324.1	0.00	0.00	1.99	3.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224340.1	0.00	1.14	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224365.1	0.00	0.00	0.00	14.55	4.60	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224371.4	0.00	1.46	0.00	0.00	0.00	0.00	0.00	0.90	0.00	0.00	0.00
ENSG00000224376.1	0.05	0.20	0.09	1.14	0.46	1.04	0.73	0.24	1.20	0.00	1.18
ENSG00000224389.7	1.76	3.10	0.73	6.52	2.95	6.01	0.61	1.02	0.59	1.34	13.18
ENSG00000224397.4	0.04	0.21	0.00	1.52	0.25	0.00	0.04	2.51	0.00	0.21	0.00
ENSG00000224418.1	1.09	0.26	0.38	0.48	0.70	0.21	0.13	0.00	0.00	0.18	0.00
ENSG00000224420.3	4.24	1.32	0.75	0.71	2.60	1.30	2.97	2.18	3.35	1.74	1.65
ENSG00000224424.7	0.36	0.47	0.68	0.60	0.82	1.01	0.66	0.29	0.56	1.05	0.78
ENSG00000224448.1	0.19	0.00	0.00	0.38	0.00	0.52	0.23	0.00	0.00	1.29	0.63
ENSG00000224470.6	9.26	8.05	11.18	8.20	20.77	7.19	7.73	5.26	12.37	4.19	9.54
ENSG00000224484.1	0.00	0.00	0.00	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224497.1	2.40	0.00	0.22	0.00	0.00	0.00	0.00	1.44	2.05	0.00	0.43
ENSG00000224525.2	0.95	3.47	0.00	0.47	0.18	0.37	1.67	0.00	0.00	0.00	0.00
ENSG00000224531.5	3.29	5.46	7.07	2.82	6.68	7.82	4.70	5.61	11.34	4.57	1.88
ENSG00000224536.1	0.00	0.55	0.00	0.00	0.00	0.00	0.00	0.83	0.00	1.83	1.00
ENSG00000224543.4	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224577.1	1.84	0.57	0.00	0.00	0.00	0.83	0.15	0.00	2.24	0.80	4.04
ENSG00000224578.4	10.75	6.28	8.67	13.66	10.61	7.61	15.94	12.24	15.70	2.22	0.92
ENSG00000224579.1	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.00	1.32	0.00	0.89
ENSG00000224592.4	3.91	8.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224594.2	1.92	0.00	2.46	0.00	15.64	6.64	0.00	0.38	0.00	0.00	1.20
ENSG00000224596.6	0.24	0.23	0.02	1.05	0.59	0.02	0.10	0.23	0.14	0.14	0.42
ENSG00000224597.8	20.38	11.09	23.06	11.66	53.14	28.28	10.05	9.72	19.08	22.82	23.46
ENSG00000224621.1	0.36	1.25	0.31	0.18	0.85	0.98	0.22	0.00	4.41	0.00	0.30
ENSG00000224629.1	0.00	0.00	0.00	2.02	0.00	3.74	0.00	0.00	0.00	0.00	0.00
ENSG00000224631.4	1.15	0.30	0.69	0.42	0.00	0.55	1.77	1.78	1.18	0.00	0.29
ENSG00000224635.1	0.35	0.30	1.17	0.73	1.46	0.41	0.19	0.24	0.72	0.00	0.43
ENSG00000224650.2	0.78	2.02	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00
ENSG00000224652.1	0.29	2.58	0.00	0.04	0.00	0.00	0.17	0.11	0.00	0.12	0.00
ENSG00000224659.2	0.00	0.00	0.00	0.00	0.00	56.31	0.00	0.00	0.00	0.00	0.00
ENSG00000224660.1	1.70	3.05	1.45	3.64	2.03	1.17	0.53	0.99	0.41	0.37	1.11
ENSG00000224680.4	1.49	0.19	1.72	0.72	0.96	1.18	0.00	0.00	1.23	0.00	0.00
ENSG00000224687.1	0.14	1.59	0.67	1.77	0.46	0.78	2.02	0.54	0.04	0.21	3.54
ENSG00000224691.1	0.00	0.00	0.00	0.00	1.29	0.37	0.00	0.00	0.00	0.00	0.00
ENSG00000224698.1	0.00	0.00	1.16	1.75	2.51	0.03	0.00	0.00	0.02	0.00	0.02
ENSG00000224699.7	2.42	1.65	1.08	4.29	7.47	1.75	0.39	0.95	0.75	0.53	1.94
ENSG00000224707.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.00
ENSG00000224712.9	6.14	5.13	0.30	14.45	5.00	2.97	4.73	3.78	0.58	3.49	4.97
ENSG00000224728.1	0.04	0.94	0.89	1.23	0.65	0.52	0.27	0.00	0.44	0.14	2.45
ENSG00000224729.5	0.05	0.00	0.00	1.89	0.06	0.21	0.00	0.04	0.00	0.00	0.04
ENSG00000224738.1	0.28	1.03	0.82	1.11	0.44	0.66	1.17	0.39	0.90	0.34	1.50
ENSG00000224799.1	0.00	0.00	0.00	1.04	0.54	0.23	0.00	0.00	0.00	0.00	0.00
ENSG00000224827.1	0.31	0.12	0.66	0.00	0.00	0.20	0.25	0.00	0.13	1.37	1.14
ENSG00000224831.3	3.59	2.11	4.84	10.90	2.82	0.39	5.33	3.87	0.00	0.91	0.00
ENSG00000224834.1	0.00	0.00	0.71	0.00	0.00	0.00	0.00	1.84	0.00	0.00	0.00
ENSG00000224837.1	36.19	14.00	39.38	64.65	38.72	6.54	12.49	7.15	22.64	1.40	3.87
ENSG00000224842.2	1.42	0.00	0.00	0.00	0.37	0.00	0.00	0.77	0.00	0.00	0.00
ENSG00000224843.5	2.96	0.11	1.58	0.04	1.07	0.00	1.08	0.32	0.55	0.00	0.80
ENSG00000224846.2	0.08	0.00	0.00	1.01	0.00	0.00	0.00	0.50	0.00	0.49	0.00
ENSG00000224848.1	0.00	0.00	0.48	0.00	1.28	0.00	0.00	0.91	0.00	0.00	14.06
ENSG00000224854.3	0.00	0.22	2.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000224856.2	0.00	0.00	0.00	0.00	0.38	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000224858.5	0.43	1.21	0.00	0.64	0.21	0.00	0.71	0.47	1.79	0.00	0.00
ENSG00000224861.1	0.16	0.00	0.43	1.00	0.20	0.53	0.15	0.00	1.05	0.00	4.57
ENSG00000224864.4	0.00	0.00	0.00	0.24	1.11	0.37	0.00	0.42	0.00	0.00	2.46
ENSG00000224870.5	14.37	17.44	14.37	9.25	12.50	17.93	11.20	8.46	10.90	23.53	68.77
ENSG00000224877.3	123.13	78.15	73.53	143.53	221.82	51.64	68.70	66.22	90.06	109.66	62.87
ENSG00000224881.1	1.03	0.91	0.00	2.49	1.09	0.58	1.65	0.52	0.31	0.28	0.14
ENSG00000224886.2	1.11	1.83	0.07	0.27	2.20	0.00	0.22	0.00	0.00	0.00	0.00
ENSG00000224888.4	0.49	0.16	0.53	0.51	0.35	1.00	0.19	0.46	0.35	0.09	0.92
ENSG00000224905.5	0.97	1.17	0.76	0.63	1.56	0.65	0.44	0.40	1.02	0.34	0.22
ENSG00000224914.2	1.75	4.64	1.86	1.32	1.39	2.79	2.00	2.06	2.12	4.95	11.34
ENSG00000224940.7	0.60	1.56	0.73	0.04	0.36	0.00	0.24	0.22	0.00	0.89	0.06
ENSG00000224945.1	0.00	1.11	0.00	0.33	0.77	1.62	0.00	1.96	2.36	0.00	0.00
ENSG00000224956.5	9.23	7.56	2.75	4.46	3.55	4.27	5.27	5.59	4.19	2.43	10.39
ENSG00000224959.1	0.17	0.10	0.15	0.75	1.00	1.45	0.00	0.00	1.27	0.00	0.59
ENSG00000224975.1	1.35	2.34	1.53	1.81	1.81	1.38	1.93	1.44	1.38	1.05	3.87
ENSG00000225016.1	0.00	0.00	0.00	1.63	0.00	4.88	0.00	0.00	0.00	0.00	0.00
ENSG00000225032.4	1.96	0.78	0.06	0.35	1.69	0.99	0.53	1.41	0.82	0.10	2.40
ENSG00000225051.5	0.33	0.00	0.14	1.85	0.26	0.00	0.00	0.25	0.20	0.00	3.23
ENSG00000225091.3	0.00	0.00	0.00	8.21	9.06	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000225108.1	0.00	0.00	0.00	1.15	3.87	2.52	1.40	0.00	0.00	5.50	1.95
ENSG00000225138.6	33.10	27.14	12.96	4.76	10.11	30.28	7.10	8.09	5.48	9.59	173.55
ENSG00000225151.9	28.34	82.72	19.95	11.53	25.57	10.78	17.34	9.93	18.82	15.06	114.31
ENSG00000225156.2	0.00	0.00	0.00	2.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000225163.3	0.00	0.88	1.08	1.58	0.97	2.54	0.64	0.00	0.63	2.66	2.85
ENSG00000225171.2	0.00	0.00	0.41	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000225177.4	4.46	1.92	5.06	7.27	0.73	3.73	2.82	4.36	4.00	1.19	38.13
ENSG00000225190.7	16.64	18.01	6.85	4.08	9.34	8.65	11.10	34.71	20.46	13.92	33.45
ENSG00000225193.5	0.33	0.00	0.00	1.22	0.00	0.56	0.42	0.00	0.40	0.00	0.00
ENSG00000225200.2	0.00	0.00	0.00	0.16	0.00	0.19	0.46	0.00	0.90	2.54	0.00
ENSG00000225206.5	0.10	0.09	23.11	0.18	9.14	1.64	0.11	0.63	27.60	0.25	2.82
ENSG00000225210.4	8.71	18.52	4.32	35.66	14.57	18.51	17.28	13.50	35.67	1.47	6.63
ENSG00000225217.1	0.24	0.00	0.00	0.00	0.00	0.05	0.00	1.76	0.00	0.00	0.00
ENSG00000225224.1	0.00	0.00	0.00	1.85	0.00	0.42	0.00	0.00	0.00	0.00	0.00
ENSG00000225234.1	0.17	0.30	0.44	1.27	0.85	0.08	0.10	0.00	1.46	0.55	0.56
ENSG00000225255.5	0.00	0.23	0.00	0.19	1.08	2.84	0.00	0.00	0.00	0.00	0.64
ENSG00000225264.3	0.91	0.15	0.03	0.46	0.43	2.07	1.76	0.40	1.94	1.75	12.81
ENSG00000225265.1	0.68	3.12	0.46	3.08	2.27	0.62	0.40	0.16	0.46	0.72	0.27
ENSG00000225302.2	2.21	1.70	0.99	0.20	1.54	0.13	1.56	0.55	0.86	1.23	0.75
ENSG00000225313.4	4.24	1.20	2.41	4.05	4.78	4.52	5.22	3.34	2.02	1.17	4.20
ENSG00000225335.3	0.99	1.36	0.67	0.30	1.43	0.86	1.08	0.84	0.16	0.93	0.53
ENSG00000225339.3	0.88	0.38	3.88	5.83	0.11	8.97	2.34	2.30	4.25	4.92	2.44
ENSG00000225345.3	2.23	0.44	1.98	0.55	1.37	3.25	1.82	1.44	2.16	0.12	0.31
ENSG00000225361.3	0.26	0.40	0.65	3.15	1.65	0.00	0.87	1.79	1.70	1.83	3.61
ENSG00000225377.4	3.42	4.34	3.15	7.63	3.89	0.83	1.73	1.33	1.49	1.81	8.39
ENSG00000225380.4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.29	0.00	0.00	0.00
ENSG00000225383.5	2.17	1.69	0.94	1.64	0.55	0.46	2.64	1.87	47.50	0.48	0.00
ENSG00000225393.1	0.17	0.00	1.94	0.18	1.25	0.48	0.43	0.00	0.00	0.59	9.56
ENSG00000225439.2	2.12	2.31	0.58	0.47	4.91	2.73	1.04	3.05	1.49	1.89	8.27
ENSG00000225447.1	0.00	0.41	0.00	3.27	1.04	0.90	0.00	0.00	0.00	0.00	0.00
ENSG00000225448.1	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00
ENSG00000225470.5	10.97	13.98	21.38	9.41	19.18	6.54	7.91	10.52	15.09	10.95	7.40
ENSG00000225484.5	10.62	13.53	11.24	6.80	11.05	6.48	11.27	8.70	4.51	20.28	16.43
ENSG00000225489.5	0.56	0.00	0.00	0.51	0.14	0.40	0.00	0.07	0.12	1.47	0.00
ENSG00000225507.1	0.38	0.66	1.62	2.86	2.10	1.38	0.94	0.88	1.87	0.64	0.32
ENSG00000225511.5	1.44	0.77	0.00	0.00	0.19	0.00	0.31	0.39	0.00	0.85	0.00
ENSG00000225518.2	2.23	1.68	2.00	1.41	1.48	0.86	3.48	0.92	0.38	0.52	7.56
ENSG00000225521.1	0.00	4.18	0.00	4.01	0.14	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000225526.4	2.30	3.59	0.00	0.56	0.14	0.33	0.41	1.59	0.00	0.00	0.28
ENSG00000225546.4	0.00	0.00	0.00	0.05	0.04	2.19	0.00	0.00	0.74	0.00	0.00
ENSG00000225548.4	0.00	0.00	0.00	0.37	5.01	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000225554.1	0.00	0.00	0.00	0.00	0.53	2.72	0.00	0.00	0.00	0.00	0.00
ENSG00000225573.4	0.81	0.89	0.00	0.53	0.00	0.00	0.00	0.70	0.00	1.41	0.00
ENSG00000225611.1	0.60	0.85	0.00	0.55	0.42	2.00	0.00	0.13	0.40	0.00	0.15
ENSG00000225614.2	0.19	0.00	1.78	1.47	2.74	2.13	0.00	0.00	0.00	0.00	3.35
ENSG00000225630.1	144.88	155.40	68.29	518.08	103.32	64.07	109.29	115.93	149.83	41.32	13.96
ENSG00000225636.1	1.28	0.34	1.63	0.23	0.30	0.14	1.04	0.65	0.62	0.24	0.00
